file,fileDescription,fieldName,fieldDescription,dataType,units,source
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,plotID,Plot identifier (NEON site code_XXX),string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,processingDate,"Date that sample was processed (i.e., sorted or pinned) in the domain lab",dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,recordedBy,An identifier for the technician who recorded the data,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,remarks,Technician notes; free text comments accompanying the record,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,sampleCondition,Condition of a sample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,scientificName,"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined",string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,scientificNameAuthorship,Name of the individual(s) who designated the scientific name of the taxon,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,setDate,Date that trap was set,dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,siteID,NEON site code,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,subsampleCode,Barcode of a subsample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,subsampleID,Unique identifier associated with each subsample per sampleID,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,taxonID,"Species code, based on one or more sources",string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,taxonRank,The lowest level taxonomic rank that can be determined for the individual or specimen,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,totalLength,total length (head + body); in millimeters,unsigned integer,millimeter,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,trapID,Identifier for trap,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,uid,Unique ID within NEON database; an identifier for the record,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,collectDate,Date of the collection event,dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,domainID,Unique identifier of the NEON domain,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,etOHChangeDate,Date the ethanol rinse was completed,dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,identificationHistoryID,Identifier for linking records related to this identification history,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,identificationQualifier,A standard term to express the determiner's doubts about the Identification,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,identificationReferences,"A list of sources (concatenated and semicolon separated) used to derive the specific taxon concept; including field guide editions, books, or versions of NEON keys used",string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,identifiedBy,An identifier for the technician who identified the specimen,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,identifiedDate,"Date on which the sample, individual, or specimen was identified",dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,individualCount,Number of individuals of the same type,unsigned integer,number,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,morphospeciesID,Identifier for morphospecies,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,namedLocation,Name of the measurement location in the NEON database,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,nativeStatusCode,The process by which the taxon became established in the location,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,plotID,Plot identifier (NEON site code_XXX),string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,processingDate,"Date that sample was processed (i.e., sorted or pinned) in the domain lab",dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,recordedBy,An identifier for the technician who recorded the data,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,remarks,Technician notes; free text comments accompanying the record,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,sampleCode,Barcode of a sample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,sampleCondition,Condition of a sample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,sampleID,Identifier for sample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,sampleType,Type of sample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,scientificName,"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined",string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,scientificNameAuthorship,Name of the individual(s) who designated the scientific name of the taxon,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,setDate,Date that trap was set,dateTime,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,siteID,NEON site code,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,subsampleCode,Barcode of a subsample,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,subsampleID,Unique identifier associated with each subsample per sampleID,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,taxonID,"Species code, based on one or more sources",string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,taxonRank,The lowest level taxonomic rank that can be determined for the individual or specimen,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,trapID,Identifier for trap,string,NA,https://doi.org/10.48443/cd21-q875
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,uid,Unique ID within NEON database; an identifier for the record,string,NA,https://doi.org/10.48443/cd21-q875
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,acceptedTaxonID,"Accepted species code, based on one or more sources",string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,family,The scientific name of the family in which the taxon is classified,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,genus,The scientific name of the genus in which the organism is classified,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,infraspecificEpithet,The infraspecific epithet (scientific name below the rank of species) of the scientific name applied to the taxon,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,nameAccordingToID,Source of the taxonomic name,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,nameAccordingToTitle,Name of the source of the taxonomic name,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,order,The scientific name of the order in which the taxon is classified,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,scientificName,"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined",string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,scientificNameAuthorship,Name of the individual(s) who designated the scientific name of the taxon,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,speciesGroup,The specific group of the scientific name applied to the taxon,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,specificEpithet,The specific epithet (second part of the species name) of the scientific name applied to the taxon,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,subfamily,The scientific name of the subfamily in which the organism is classified,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,subgenus,The scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,taxonID,"Species code, based on one or more sources",string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,taxonRank,The lowest level taxonomic rank that can be determined for the individual or specimen,string,NA,https://data.neonscience.org/taxonomic-lists
OS_TAXON_BEETLE-20220330T142149,NEON's publically available beetle taxonomic list,tribe,The scientific name of the tribe in which the taxon is classified,string,NA,https://data.neonscience.org/taxonomic-lists
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,year,year extracted from collecting date,integer,year,2_DataCleaning.R
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,finalIndivCount,number of individuals of carabids collected in the trap after correcting for misidentifications caught by expert taxonomist,integer,individual,2_DataCleaning.R
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,sciName,"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined; joined from OS_TAXON file",string,NA,2_DataCleaning.R
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,traps,number of traps included in the site x year combination of sampling,integer,trap,2_DataCleaning.R
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,all,total number of individuals from the site x year combination,integer,individual,2_DataCleaning.R
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,rems,number of individuals removed from analysis for a site x year combination based on insufficient taxonomic identification,integer,individual,2_DataCleaning.R
CleanNEONData.Robj,NEON beetle pitfall data reformated for the purpose of analysis,propRem,rems / all,real,proportion,2_DataCleaning.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,traps,trap name for the given site by year combination,string,NA,3_CalculateHillNumbersToDate.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,spp,scientificName for a species at the given site by year combination,string,NA,3_CalculateHillNumbersToDate.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,inc,number of individuals in the trap for each scientificName listed under spp in order,double,vector of individuals,3_CalculateHillNumbersToDate.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,inc_freq,incidence frequency for each species in order in the site x year community across all traps,real,vector of presence/absence values,3_CalculateHillNumbersToDate.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,out,full output from iNext package for the site x year community (see  https://CRAN.R-project.org/package=iNEXT),dataframe,NA,3_CalculateHillNumbersToDate.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,full,full output from iNext package for the site across all years (see  https://CRAN.R-project.org/package=iNEXT),dataframe,,3_CalculateHillNumbersToDate.R
iNEXTandTurnoverResults_withSimpson.Robj | iNEXTandTurnoverResults.Robj,Summary of results from iNext and turnover analysis of CleanNEONData.Robj formatted for analysis,turnover,"year over year turnover value for the site community in total, and based on appearance vs disappearance calcualted from the codyn package (https://cran.r-project.org/package=codyn)",dataframe,"year, proportion",3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,site,NEON site code,string,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,Observed.rich,Observered Richness at site x year combo,integer,species,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,Estimator.rich,Estimated richness at site x year combo from iNext,number,species,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,Est_s.e..rich,standard error of the estimated richness at site x year combo,number,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,year,year,integer,year,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,Observed.div,Observed Shannon Diversity at site x year combo,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,Estimator.div,Estimated Shannon Diversity at site x year combo  from iNext results,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,Est_s.e..div,standard error of the estimated Shannon Diversity at site x year combo  from iNext results,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,turnover,turnover to date at that site x year combo calculated from the codyn package,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,propObs.rich,Observed.rich/Estimator.rich for that site year combo,real,proportion,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,propObs.div,Observed.div/Estimator.div for that site year combo,real,proportion,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,traps,number of traps for the year x site combination,integer,trap,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,years,number of years to date at that site x year combination,integer,year,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,final.obs.div,Observered Shannon diversity at site  to date,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,final.obs.rich,Observered richness diversity at site to date,integer,species,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,final.est.div.se,standard error of the estimated Shannon Diversity at site  from iNext results to date,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,final.est.rich.se,standard error of the estimated Richness at site  from iNext results to date,real,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,prop.final.est.div,,real,proportion,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,prop.final.est.rich,,real,proportion,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,warning,warning message from iNext for the site x year combination,string,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,signif.rich,"yes/no, does the observed richness in the year x site combo overlap with the estimator +/- SE",binary,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,signif.div,"yes/no, does the observed diversity in the year x site combo overlap with the estimator +/- SE",binary,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,final.signif.rich,"yes/no, does the observed richness ito date overlap with the estimator +/- SE",binary,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,final.signif.div,"yes/no, does the observed diversity ito date overlap with the estimator +/- SE",binary,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,signifText.rich,"""Overlap"" vs ""No Overlap"" derived from signif.rich",string,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,signifText.div,"""Overlap"" vs ""No Overlap"" derived from signif.div",string,NA,3_CalculateHillNumbersToDate.R
communityResults.csv | communityResults_withSimpson.csv,Condensed summary of results from Inext and turnover results of analysis of CleanNEONData.Robj for plotting and statistical model,obsRank,rank order observed richness at the site to date,rank,NA,3_CalculateHillNumbersToDate.R
NEON_Field_Site_Metadata_20240926.csv,Field site location information to join domain to data for exploratory analysis,field_domain_id,NEON  domain code,string,NA,https://www.neonscience.org/field-site-map-and-info
NEON_Field_Site_Metadata_20240926.csv,Field site location information to join domain to data for exploratory analysis,field_site_id,NEON field site code,string,NA,https://www.neonscience.org/field-site-map-and-info
NEON_Field_Site_Metadata_20240926.csv,Field site location information to join domain to data for exploratory analysis,field_latitude,decimal latitude of tower location at NEON site,real,decimalDegree,https://www.neonscience.org/field-site-map-and-info
NEON_Field_Site_Metadata_20240926.csv,Field site location information to join domain to data for exploratory analysis,field_longitude,decimal longitude of tower location at NEON site,real,decimalDegree,https://www.neonscience.org/field-site-map-and-info
