"site","Observed.rich","Estimator.rich","Est_s.e..rich","year","Observed.div","Estimator.div","Est_s.e..div","turnover","propObs.rich","propObs.div","traps","years","final.obs.div","final.obs.rich","final.est.div.se","final.est.rich.se","prop.final.est.div","prop.final.est.rich","final.est.div","final.est.rich","warning","signif.rich","signif.div","final.signif.rich","final.signif.div","signifText.rich","signifText.div","obsRank"
"DSNY",42,60.7401832460733,18.383702366079,"2020",11.006764803878,11.4795213311013,0.602339839375646,0.544353472614342,0.691469761127453,0.958817400692264,1910,6,10.5706612849074,44,0.416874552023973,13.4041242013803,1.01115127331827,0.696214188838471,10.8853789678347,60.3262626262626,"Y",1,0,1,1,"No Overlap","Overlap",26
"DSNY",43,61.7409769008662,21.1645497808311,"2021",10.6135496883304,11.0035350920577,0.431540609515548,0.509183449400841,0.696458043886194,0.964558171490836,2078,7,10.5706612849074,44,0.416874552023973,13.4041242013803,0.97502803712139,0.712790717144149,10.8853789678347,60.3262626262626,"Y",0,0,1,1,"Overlap","Overlap",26
"DSNY",44,60.3262626262626,12.7683302614814,"2022",10.5706612849074,10.8853789678347,0.444429565397857,0.507871528057864,0.729367245449827,0.971088036176114,2310,8,10.5706612849074,44,0.416874552023973,13.4041242013803,0.971088036176114,0.729367245449827,10.8853789678347,60.3262626262626,"Y",1,0,1,1,"No Overlap","Overlap",26
"DSNY",44,60.3262626262626,13.4041242013803,"full",10.5706612849074,10.8853789678347,0.416874552023973,0.507871528057863,0.729367245449827,0.971088036176114,2310,8,10.5706612849074,44,0.416874552023973,13.4041242013803,0.971088036176114,0.729367245449827,10.8853789678347,60.3262626262626,"Y",1,0,1,1,"No Overlap","Overlap",26
"GRSM",15,16.1089285714286,4.35291933662747,"2015",10.1937098179317,10.9899670264683,0.78940470513757,NA,0.931160625207848,0.927546897400247,70,1,15.0886358829933,52,0.236454775951121,16.8096887285702,0.670666804350535,0.232577038096476,15.1993653954636,64.4947589098532,"N",0,1,1,1,"Overlap","No Overlap",20
"GRSM",34,54.2102941176471,18.3415140595978,"2016",13.9922481168455,14.3830406198455,0.506903386990855,0.558823529411765,0.627187152429265,0.97282963225031,510,2,15.0886358829933,52,0.236454775951121,16.8096887285702,0.920581073800727,0.527174619685347,15.1993653954636,64.4947589098532,"N",1,0,1,1,"No Overlap","Overlap",20
"GRSM",41,54.4862944162437,18.1674664663012,"2017",14.7425718500136,14.9791051332515,0.34366950321578,0.474533715925395,0.752482811306341,0.984209117892306,985,3,15.0886358829933,52,0.236454775951121,16.8096887285702,0.969946538321504,0.635710570797036,15.1993653954636,64.4947589098532,"N",0,0,1,1,"Overlap","Overlap",20
"GRSM",46,51.3293680297398,9.25786963901729,"2018",14.593380772663,14.7571675217719,0.317940898234818,0.459212953474073,0.896173122048727,0.988901206897105,1345,4,15.0886358829933,52,0.236454775951121,16.8096887285702,0.960130926059487,0.713236250162528,15.1993653954636,64.4947589098532,"N",0,0,1,1,"Overlap","Overlap",20
"GRSM",48,50.9982373678026,8.57502574488674,"2019",14.8321243402461,14.9558203598075,0.273089266516374,0.406909715105554,0.941209000103688,0.991729238745483,1702,5,15.0886358829933,52,0.236454775951121,16.8096887285702,0.975838395507805,0.744246521908725,15.1993653954636,64.4947589098532,"N",0,0,0,1,"Overlap","Overlap",20
"GRSM",49,53.0810431856422,8.28879330272,"2020",14.9882631917488,15.1130263839018,0.30943507061314,0.417419663976335,0.923116748640953,0.991744658615438,1783,6,15.0886358829933,52,0.236454775951121,16.8096887285702,0.986111117259026,0.759751657781823,15.1993653954636,64.4947589098532,"N",0,0,0,1,"Overlap","Overlap",20
"GRSM",50,56.3969610636277,7.95163850711072,"2021",15.2882082274493,15.401032836943,0.248308821220594,0.403405275535835,0.886572592867006,0.992674217976925,2106,7,15.0886358829933,52,0.236454775951121,16.8096887285702,1.00584516719443,0.775256793654921,15.1993653954636,64.4947589098532,"N",0,0,0,1,"Overlap","Overlap",20
"GRSM",52,64.4947589098532,16.9220114247106,"2022",15.0886358829933,15.1993653954636,0.22385711281611,0.390673909642961,0.806267065401118,0.992714859496477,2385,8,15.0886358829933,52,0.236454775951121,16.8096887285702,0.992714859496477,0.806267065401118,15.1993653954636,64.4947589098532,"N",0,0,0,1,"Overlap","Overlap",20
"GRSM",52,64.4947589098532,16.8096887285702,"full",15.0886358829933,15.1993653954636,0.236454775951121,0.390673909642961,0.806267065401118,0.992714859496477,2385,8,15.0886358829933,52,0.236454775951121,16.8096887285702,0.992714859496477,0.806267065401118,15.1993653954636,64.4947589098532,"N",0,0,0,1,"Overlap","Overlap",20
"HARV",22,26.4745762711864,9.94219440124324,"2013",9.2215607600903,9.6500474358005,0.536414707598626,NA,0.830985915492958,0.955597453944053,177,1,11.7404513021388,37,0.222757633058777,16.800157185087,0.778227620398823,0.415141525520064,11.8494390566149,52.9939759036145,"N",0,0,1,1,"Overlap","Overlap",29
"HARV",27,29.4953445065177,6.5931059898113,"2015",9.49675513437708,9.68987192529156,0.350447550853387,0.357142857142857,0.915398699412842,0.980070243197908,537,2,11.7404513021388,37,0.222757633058777,16.800157185087,0.801451873713427,0.509491872229169,11.8494390566149,52.9939759036145,"N",0,0,1,1,"Overlap","Overlap",29
"HARV",28,31.1216143011918,5.90018073454402,"2016",9.73166383513631,9.89740407649126,0.32653204827428,0.338571428571429,0.899696260258832,0.983254170480053,923,3,11.7404513021388,37,0.222757633058777,16.800157185087,0.821276331195074,0.52836194157099,11.8494390566149,52.9939759036145,"N",0,0,1,1,"Overlap","Overlap",29
"HARV",30,35.9955752212389,11.4615804934397,"2017",10.2209980874548,10.36513187983,0.3020873751441,0.350714285714286,0.833435771358328,0.986094360009476,1356,4,11.7404513021388,37,0.222757633058777,16.800157185087,0.862572315754386,0.566102080254632,11.8494390566149,52.9939759036145,"Y",0,0,1,1,"Overlap","Overlap",29
"HARV",33,57.4851874244256,15.9477743037383,"2018",10.6671523091655,10.8179333483039,0.285792247985295,0.349242610837438,0.574060927319482,0.986061936759659,1654,5,11.7404513021388,37,0.222757633058777,16.800157185087,0.900224243375517,0.622712288280096,11.8494390566149,52.9939759036145,"N",1,0,1,1,"No Overlap","Overlap",29
"HARV",34,46.2435997910136,13.251851973122,"2019",10.9937744172139,11.1137975591827,0.255563799018263,0.31387684729064,0.735236879344483,0.989200528322591,1914,6,11.7404513021388,37,0.222757633058777,16.800157185087,0.927788595281786,0.641582357621917,11.8494390566149,52.9939759036145,"N",0,0,1,1,"Overlap","Overlap",29
"HARV",35,43.1627041889051,14.7457679272433,"2020",11.2206044189201,11.3313296507958,0.245250353638571,0.304773915952077,0.810885245901639,0.990228399023944,2061,7,11.7404513021388,37,0.222757633058777,16.800157185087,0.946931273734532,0.660452426963738,11.8494390566149,52.9939759036145,"N",0,0,1,1,"Overlap","Overlap",29
"HARV",37,52.993223210504,15.9971652266398,"2021",11.8687801282835,11.9896232988379,0.259512671243735,0.311926029341412,0.698202482476402,0.989921020240378,2361,8,11.7404513021388,37,0.222757633058777,16.800157185087,1.00163223521182,0.69819256564738,11.8494390566149,52.9939759036145,"N",0,0,0,1,"Overlap","Overlap",29
"HARV",37,52.9939759036145,19.2411550993633,"2022",11.7404513021388,11.8494390566149,0.248946806340299,0.320349068777183,0.69819256564738,0.990802285749108,2656,9,11.7404513021388,37,0.222757633058777,16.800157185087,0.990802285749108,0.69819256564738,11.8494390566149,52.9939759036145,"N",0,0,0,1,"Overlap","Overlap",29
"HARV",37,52.9939759036145,16.800157185087,"full",11.7404513021388,11.8494390566149,0.222757633058777,0.320349068777183,0.69819256564738,0.990802285749108,2656,9,11.7404513021388,37,0.222757633058777,16.800157185087,0.990802285749108,0.69819256564738,11.8494390566149,52.9939759036145,"N",0,0,0,1,"Overlap","Overlap",29
"HEAL",6,8.975,2.00345040879418,"2015",4.37701456428776,5.54589962898406,1.01206615116163,NA,0.668523676880223,0.789234363603075,120,1,11.5944804775604,29,0.958884620901932,24.3684873131006,0.351884855820639,0.11114965656005,12.4387693641433,53.9812734082397,"Y",1,1,1,1,"No Overlap","No Overlap",33
"HEAL",15,18.990243902439,5.51240725520883,"2016",10.0078547185413,11.1636519382392,1.1379718408649,0.666666666666667,0.789879270485487,0.896467820199685,410,2,11.5944804775604,29,0.958884620901932,24.3684873131006,0.804569521755947,0.277874141400125,12.4387693641433,53.9812734082397,"Y",0,1,1,1,"Overlap","No Overlap",33
"HEAL",17,19.2465277777778,4.40177224253042,"2017",10.4847692316896,11.2364892444981,0.831989862882917,0.552083333333333,0.883276204221541,0.93310009946598,648,3,11.5944804775604,29,0.958884620901932,24.3684873131006,0.842910494177469,0.314924026920142,12.4387693641433,53.9812734082397,"Y",0,0,1,1,"Overlap","Overlap",33
"HEAL",22,34.4848668280872,11.1435705659636,"2019",11.7916896260783,12.7713468998912,1.03162774446083,0.561038011695906,0.637960996331338,0.923292564089603,826,4,11.5944804775604,29,0.958884620901932,24.3684873131006,0.947978797650971,0.407548740720183,12.4387693641433,53.9812734082397,"Y",1,0,1,1,"No Overlap","Overlap",33
"HEAL",23,40.9815573770492,15.941312108921,"2020",11.7536636544589,12.697687940849,1.14611030879485,0.565515350877193,0.56122806140307,0.925653844165348,976,5,11.5944804775604,29,0.958884620901932,24.3684873131006,0.944921745099691,0.426073683480191,12.4387693641433,53.9812734082397,"Y",1,0,1,1,"No Overlap","Overlap",33
"HEAL",26,41.9864978902954,16.9221200763384,"2021",11.3028507467807,12.0835818521562,0.792727882428821,0.539912280701754,0.619246693733167,0.93538909944685,1185,6,11.5944804775604,29,0.958884620901932,24.3684873131006,0.908679180061246,0.481648511760216,12.4387693641433,53.9812734082397,"Y",0,0,1,1,"Overlap","Overlap",33
"HEAL",29,53.9812734082397,25.2114882519658,"2022",11.5944804775604,12.4387693641433,0.784781574018609,0.545164995822891,0.537223340040241,0.932124403800209,1335,7,11.5944804775604,29,0.958884620901932,24.3684873131006,0.932124403800209,0.537223340040241,12.4387693641433,53.9812734082397,"Y",0,1,1,1,"Overlap","No Overlap",33
"HEAL",29,53.9812734082397,24.3684873131006,"full",11.5944804775604,12.4387693641433,0.958884620901932,0.545164995822891,0.537223340040241,0.932124403800209,1335,7,11.5944804775604,29,0.958884620901932,24.3684873131006,0.932124403800209,0.537223340040241,12.4387693641433,53.9812734082397,"Y",1,0,1,1,"No Overlap","Overlap",33
"JERC",23,39.6290443942814,18.5399104672158,"2015",15.5173141097939,20.3182060281502,2.89440886414029,NA,0.580382402643021,0.763714773257797,443,1,24.0763468617757,56,1.72704940174078,11.9480183241186,0.587656193596195,0.31083873157196,26.4054293631023,73.993353028065,"Y",0,1,1,1,"Overlap","No Overlap",19
"JERC",34,48.068647897115,10.194036191186,"2016",18.2658616952014,22.0322902177124,2.54400202329941,0.676470588235294,0.707321746864459,0.829049613758127,959,2,24.0763468617757,56,1.72704940174078,11.9480183241186,0.691746437599127,0.459500733628115,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",40,82.6369130636913,36.3951536315917,"2017",19.8537908310097,23.9073422606309,2.56883300526706,0.56237322515213,0.48404518655205,0.830447425505079,1434,3,24.0763468617757,56,1.72704940174078,11.9480183241186,0.751882900974616,0.540589098386018,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",44,84.4776982378855,20.2061200221014,"2018",21.3163864063984,25.2611412531864,2.52782111038308,0.565391673910944,0.520847524468505,0.843840988526581,1816,4,24.0763468617757,56,1.72704940174078,11.9480183241186,0.807272857156601,0.59464800822462,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",49,109.472524977293,42.182899900173,"2019",21.5442747694286,25.3098597834063,2.16320205890106,0.581451162840615,0.447600893559032,0.851220629185528,2202,5,24.0763468617757,56,1.72704940174078,11.9480183241186,0.815903217219921,0.662221645522872,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",51,79.5589628521566,20.364134717607,"2020",22.4870616256584,25.4550222210984,1.88598347250204,0.601160930272492,0.641033997574512,0.883403731897745,2292,6,24.0763468617757,56,1.72704940174078,11.9480183241186,0.851607497701995,0.689251100442173,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",54,79.7752747252747,13.2261830471741,"2021",23.6417644042367,26.3335962612384,1.69338437991121,0.618251392511027,0.676901460834349,0.897779557706522,2470,7,24.0763468617757,56,1.72704940174078,11.9480183241186,0.895337245955658,0.729795282821124,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",56,73.993353028065,11.2363404595994,"2022",24.0763468617757,26.4054293631023,1.67293550880043,0.609294844374531,0.756824737740425,0.911795317951498,2708,8,24.0763468617757,56,1.72704940174078,11.9480183241186,0.911795317951498,0.756824737740425,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JERC",56,73.993353028065,11.9480183241186,"full",24.0763468617757,26.4054293631023,1.72704940174078,0.609294844374531,0.756824737740425,0.911795317951498,2708,8,24.0763468617757,56,1.72704940174078,11.9480183241186,0.911795317951498,0.756824737740425,26.4054293631023,73.993353028065,"Y",1,1,1,1,"No Overlap","No Overlap",19
"JORN",8,15.9845261121857,8.41497286014716,"2016",4.02077065534807,5.02759425426527,1.46938649345935,NA,0.500484027105518,0.79974048262486,517,1,4.72368919106026,24,0.377115087090622,26.3781417492559,0.812127461408684,0.181166542691298,4.95091084393798,44.1582638888889,"Y",0,0,1,1,"Overlap","Overlap",37
"JORN",14,45.9709618874773,19.5559532261452,"2017",2.99200377531047,3.34423531147963,0.471264124360822,0.6,0.304540071061982,0.894675014356776,1102,2,4.72368919106026,24,0.377115087090622,26.3781417492559,0.604334004312349,0.317041449709772,4.95091084393798,44.1582638888889,"Y",1,0,1,1,"No Overlap","Overlap",37
"JORN",19,96.9496449322143,37.7190374752358,"2018",3.17063734199422,3.54343057618123,0.392487946186137,0.594117647058824,0.195978025636757,0.89479313163551,1549,3,4.72368919106026,24,0.377115087090622,26.3781417492559,0.64041495432632,0.430270538891833,4.95091084393798,44.1582638888889,"Y",1,0,0,1,"No Overlap","Overlap",37
"JORN",19,90.9631147540984,41.014544795786,"2019",3.15623907454316,3.44207649728057,0.29153332095048,0.601206636500754,0.208875872944357,0.916957852923016,1952,4,4.72368919106026,24,0.377115087090622,26.3781417492559,0.637506748562791,0.430270538891833,4.95091084393798,44.1582638888889,"Y",1,0,0,1,"No Overlap","Overlap",37
"JORN",20,69.9771793701506,31.6192770611988,"2021",4.41668260488976,4.69484485519193,0.427424960931267,0.575904977375566,0.285807461518393,0.940751556466334,2191,5,4.72368919106026,24,0.377115087090622,26.3781417492559,0.892094958707985,0.452916356728245,4.95091084393798,44.1582638888889,"Y",1,0,0,1,"No Overlap","Overlap",37
"JORN",24,44.1582638888889,21.6298864946452,"2022",4.72368919106026,4.95091084393798,0.365133245690801,0.589295410471881,0.543499628073895,0.954105080854781,2400,6,4.72368919106026,24,0.377115087090622,26.3781417492559,0.954105080854781,0.543499628073895,4.95091084393798,44.1582638888889,"Y",0,0,0,1,"Overlap","Overlap",37
"JORN",24,44.1582638888889,26.3781417492559,"full",4.72368919106026,4.95091084393798,0.377115087090622,0.589295410471881,0.543499628073895,0.954105080854781,2400,6,4.72368919106026,24,0.377115087090622,26.3781417492559,0.954105080854781,0.543499628073895,4.95091084393798,44.1582638888889,"Y",0,0,0,1,"Overlap","Overlap",37
"KONA",25,32.9578947368421,8.1391156664237,"2017",12.1035190709261,13.5272280673221,1.21871620259144,NA,0.758543596295113,0.894752347686427,190,1,22.9094718447178,68,0.585968918062089,7.42874522412907,0.517759607363129,0.318244472842317,23.3767155622037,78.555959752322,"Y",0,1,1,1,"Overlap","No Overlap",14
"KONA",43,48.7747148288973,7.87000754451199,"2018",17.9964685061903,18.921964971798,0.873356617789899,0.534883720930233,0.881604334353258,0.951088776087098,526,2,22.9094718447178,68,0.585968918062089,7.42874522412907,0.769845894659709,0.547380493288786,23.3767155622037,78.555959752322,"Y",0,1,1,1,"Overlap","No Overlap",14
"KONA",55,57.90582226762,7.38878839994564,"2019",20.7944538565133,21.3714340394132,0.64337232541382,0.484422992540588,0.94981813306803,0.97300227107662,890,3,22.9094718447178,68,0.585968918062089,7.42874522412907,0.889537018200043,0.700137840253098,23.3767155622037,78.555959752322,"N",0,0,1,1,"Overlap","Overlap",14
"KONA",61,67.2441806331471,11.0956174620347,"2020",22.1415742806504,22.6881888609481,0.585609014999218,0.455024133391839,0.90714169502321,0.975907526878949,1074,4,22.9094718447178,68,0.585968918062089,7.42874522412907,0.947163609093557,0.776516513735254,23.3767155622037,78.555959752322,"N",0,0,1,1,"Overlap","Overlap",14
"KONA",66,74.9934924078091,7.01420968139226,"2021",22.7480403557233,23.241097310463,0.591664644786974,0.471075792351571,0.880076362374176,0.978785125841813,1383,5,22.9094718447178,68,0.585968918062089,7.42874522412907,0.97310677777605,0.840165408303718,23.3767155622037,78.555959752322,"N",1,0,1,1,"No Overlap","Overlap",14
"KONA",68,78.555959752322,17.0242012808262,"2022",22.9094718447178,23.3767155622037,0.591293085784143,0.472315179335802,0.865624966131103,0.980012430906188,1615,6,22.9094718447178,68,0.585968918062089,7.42874522412907,0.980012430906188,0.865624966131103,23.3767155622037,78.555959752322,"N",0,0,1,1,"Overlap","Overlap",14
"KONA",68,78.555959752322,7.42874522412907,"full",22.9094718447178,23.3767155622037,0.585968918062089,0.472315179335802,0.865624966131103,0.980012430906188,1615,6,22.9094718447178,68,0.585968918062089,7.42874522412907,0.980012430906188,0.865624966131103,23.3767155622037,78.555959752322,"N",1,0,1,1,"No Overlap","Overlap",14
"KONZ",43,75.3325,29.3277421172139,"2016",13.6967555241128,14.7600838324723,0.897535038582336,NA,0.570802774366973,0.927959195867151,480,1,13.812288497398,76,0.400290148467648,96.2690757213611,0.960456965121803,0.202764300689557,14.2606655180805,212.06888911789,"N",1,1,1,1,"No Overlap","No Overlap",9
"KONZ",48,101.94375,48.6805295375872,"2017",13.5668304062872,14.3681967514061,0.857012345620214,0.551020408163265,0.470847894059224,0.944226380040311,960,2,13.812288497398,76,0.400290148467648,96.2690757213611,0.951346231989408,0.226341544955784,14.2606655180805,212.06888911789,"Y",1,0,1,1,"No Overlap","Overlap",9
"KONZ",56,122.074791192103,29.2824010075073,"2018",14.5907673934996,15.3343848662841,0.757357945000713,0.538668098818475,0.458735169260912,0.951506533893023,1317,3,13.812288497398,76,0.400290148467648,96.2690757213611,1.02314771880741,0.264065135781748,14.2606655180805,212.06888911789,"Y",1,0,1,1,"No Overlap","Overlap",9
"KONZ",59,114.091792168675,27.4487757415041,"2019",13.9574072566589,14.448858929695,0.518095952706895,0.521713691895243,0.517127471472914,0.965986817683845,1660,4,13.812288497398,76,0.400290148467648,96.2690757213611,0.978734634716932,0.278211482341485,14.2606655180805,212.06888911789,"Y",1,0,1,1,"No Overlap","Overlap",9
"KONZ",64,121.569181380417,34.6609070550514,"2020",13.9022458767878,14.341432313014,0.485979200260854,0.516285268921432,0.526449214128782,0.969376389565516,1869,5,13.812288497398,76,0.400290148467648,96.2690757213611,0.974866555783226,0.301788726607712,14.2606655180805,212.06888911789,"N",1,0,1,1,"No Overlap","Overlap",9
"KONZ",71,168.955393718707,51.1668088787028,"2021",13.9212644275801,14.3489615348792,0.421623657265418,0.530419519484972,0.420229259553604,0.970193166504807,2197,6,13.812288497398,76,0.400290148467648,96.2690757213611,0.976200192756076,0.334796868580431,14.2606655180805,212.06888911789,"N",1,1,1,1,"No Overlap","No Overlap",9
"KONZ",76,212.06888911789,56.0772496956173,"2022",13.812288497398,14.2606655180805,0.413292876135392,0.541307046379321,0.358374112846658,0.968558478556698,2426,7,13.812288497398,76,0.400290148467648,96.2690757213611,0.968558478556698,0.358374112846658,14.2606655180805,212.06888911789,"N",1,1,1,1,"No Overlap","No Overlap",9
"KONZ",76,212.06888911789,96.2690757213611,"full",13.812288497398,14.2606655180805,0.400290148467648,0.541307046379321,0.358374112846658,0.968558478556698,2426,7,13.812288497398,76,0.400290148467648,96.2690757213611,0.968558478556698,0.358374112846658,14.2606655180805,212.06888911789,"N",1,1,1,1,"No Overlap","No Overlap",9
"LAJA",6,6.49890590809628,1.65201868358751,"2016",2.75136936879236,2.81259771695283,0.21540503029498,NA,0.923232323232323,0.978230677003179,457,1,11.7930791507219,24,0.59817676676753,5.144406008099,0.22622521836358,0.200016221915808,12.1620807295254,29.9975669099757,"Y",0,0,1,1,"Overlap","Overlap",38
"LAJA",12,17.9931584948689,3.65515955450702,"2017",5.21628253740094,5.45644596102479,0.427573695673859,0.833333333333333,0.666920152091255,0.955985374850347,877,2,11.7930791507219,24,0.59817676676753,5.144406008099,0.428897213676407,0.400032443831617,12.1620807295254,29.9975669099757,"Y",1,0,1,1,"No Overlap","Overlap",38
"LAJA",18,25.9935275080906,6.63493235369493,"2018",7.89432743756955,8.29243600282158,0.625439337174979,0.75,0.692480079681275,0.951991361149297,1236,3,11.7930791507219,24,0.59817676676753,5.144406008099,0.649093490919266,0.600048665747425,12.1620807295254,29.9975669099757,"Y",1,0,1,1,"No Overlap","Overlap",38
"LAJA",20,20.9993784959602,2.42158344332467,"2019",9.97059268791683,10.3015956693293,0.612285121074555,0.588888888888889,0.95240913933941,0.967868765962345,1609,4,11.7930791507219,24,0.59817676676753,5.144406008099,0.819809776768843,0.666720739719361,12.1620807295254,29.9975669099757,"Y",0,0,1,1,"Overlap","Overlap",38
"LAJA",21,22.9988770353734,2.72983870614838,"2020",10.4733133597977,10.7919428745574,0.592164819146705,0.551041666666667,0.91308805937355,0.970475240791832,1781,5,11.7930791507219,24,0.59817676676753,5.144406008099,0.86114486433001,0.700056776705329,12.1620807295254,29.9975669099757,"Y",0,0,1,1,"Overlap","Overlap",38
"LAJA",23,25.9985849056604,3.83106959797139,"2021",11.750865285287,12.1052255284595,0.52865379025823,0.534950980392157,0.884663533936898,0.970726671523846,2120,6,11.7930791507219,24,0.59817676676753,5.144406008099,0.966188725976793,0.766728850677265,12.1620807295254,29.9975669099757,"Y",0,0,1,1,"Overlap","Overlap",38
"LAJA",24,29.9975669099757,5.30430785608384,"2022",11.7930791507219,12.1620807295254,0.554854307749826,0.547644335511983,0.800064887663233,0.969659667041376,2466,7,11.7930791507219,24,0.59817676676753,5.144406008099,0.969659667041376,0.800064887663233,12.1620807295254,29.9975669099757,"Y",1,0,1,1,"No Overlap","Overlap",38
"LAJA",24,29.9975669099757,5.144406008099,"full",11.7930791507219,12.1620807295254,0.59817676676753,0.547644335511983,0.800064887663233,0.969659667041376,2466,7,11.7930791507219,24,0.59817676676753,5.144406008099,0.969659667041376,0.800064887663233,12.1620807295254,29.9975669099757,"Y",1,0,1,1,"No Overlap","Overlap",38
"LENO",21,22.4962025316456,4.07820489679971,"2016",12.9571830888863,13.6641573286751,0.849078210719617,NA,0.933490884537475,0.948260677714452,395,1,22.7580553014826,48,0.944465157356361,15.7906149861776,0.541980271321914,0.327799150612661,23.9071120749159,64.0636193252811,"Y",0,0,1,1,"Overlap","Overlap",24
"LENO",28,34.1173341677096,10.3269953679557,"2017",16.0161488660252,16.8141731032856,0.790163534757576,0.482758620689655,0.820697181742312,0.952538597505903,799,2,22.7580553014826,48,0.944465157356361,15.7906149861776,0.669932395675253,0.437065534150214,23.9071120749159,64.0636193252811,"Y",0,1,1,1,"Overlap","No Overlap",24
"LENO",32,42.6575809199319,13.3919345395945,"2018",17.414873840263,18.1936335564254,0.721111970100087,0.455665024630542,0.750159744408946,0.957196031581754,1174,3,22.7580553014826,48,0.944465157356361,15.7906149861776,0.72843904297982,0.499503467600245,23.9071120749159,64.0636193252811,"Y",0,1,1,1,"Overlap","No Overlap",24
"LENO",39,60.111397295557,20.9977169177017,"2019",19.1043789481847,20.1683351169111,0.774305650634333,0.497325070183802,0.648795432391032,0.94724620735629,1553,4,22.7580553014826,48,0.944465157356361,15.7906149861776,0.799108603679056,0.608769851137799,23.9071120749159,64.0636193252811,"Y",1,1,1,1,"No Overlap","No Overlap",24
"LENO",44,66.4877183406114,23.1316923290256,"2021",21.1747582414768,22.3567496609441,0.841517976560672,0.521431302637852,0.661776356568464,0.947130444389588,1832,5,22.7580553014826,48,0.944465157356361,15.7906149861776,0.885709581948795,0.686817267950337,23.9071120749159,64.0636193252811,"Y",0,1,1,1,"Overlap","No Overlap",24
"LENO",48,64.0636193252811,26.7217519102273,"2022",22.7580553014826,23.9071120749159,0.827868071549246,0.510478375443615,0.749255201400368,0.951936613262506,2058,6,22.7580553014826,48,0.944465157356361,15.7906149861776,0.951936613262506,0.749255201400368,23.9071120749159,64.0636193252811,"Y",0,1,1,1,"Overlap","No Overlap",24
"LENO",48,64.0636193252811,15.7906149861776,"full",22.7580553014826,23.9071120749159,0.944465157356361,0.510478375443615,0.749255201400368,0.951936613262506,2058,6,22.7580553014826,48,0.944465157356361,15.7906149861776,0.951936613262506,0.749255201400368,23.9071120749159,64.0636193252811,"Y",1,1,1,1,"No Overlap","No Overlap",24
"MLBS",13,17.4338235294118,5.38263651385982,"2017",6.65546874199279,7.03043539342016,0.559853108506244,NA,0.745676929565584,0.946665230466621,68,1,13.5251092040745,50,0.293815082400273,13.7257215585259,0.487023178300036,0.199651545460412,13.665609848845,65.1134453781513,"N",0,0,1,1,"Overlap","Overlap",21
"MLBS",32,39.980198019802,10.1568718836912,"2018",10.5809053288486,10.8073198715208,0.358890908285969,0.625,0.800396235760277,0.979049889763248,404,2,13.5251092040745,50,0.293815082400273,13.7257215585259,0.774272458081542,0.491449958056398,13.665609848845,65.1134453781513,"N",0,0,1,1,"Overlap","Overlap",21
"MLBS",43,63.1387736284002,27.1034770832377,"2019",12.0772599463477,12.2894683043124,0.359022086337581,0.545058139534884,0.681039518649414,0.982732502927711,723,3,13.5251092040745,50,0.293815082400273,13.7257215585259,0.883770287600333,0.660385881138285,13.665609848845,65.1134453781513,"N",0,0,1,1,"Overlap","Overlap",21
"MLBS",45,62.9760319573901,13.1135580522885,"2020",12.1592651817287,12.3702224434008,0.329466704509053,0.602688332339495,0.714557564224548,0.982946364736986,751,4,13.5251092040745,50,0.293815082400273,13.7257215585259,0.889771134711292,0.69110150351681,13.665609848845,65.1134453781513,"N",1,0,1,1,"No Overlap","Overlap",21
"MLBS",47,53.7437325905292,12.2475886664097,"2021",13.0980160031526,13.2351438071434,0.32117486773438,0.595955643194015,0.874520576344978,0.989639114920928,1077,5,13.5251092040745,50,0.293815082400273,13.7257215585259,0.958465531215177,0.721817125895335,13.665609848845,65.1134453781513,"N",0,0,1,1,"Overlap","Overlap",21
"MLBS",50,65.1134453781513,12.4030764417669,"2022",13.5251092040745,13.665609848845,0.258517831177632,0.547034784825483,0.767890559463122,0.989718669980733,1309,6,13.5251092040745,50,0.293815082400273,13.7257215585259,0.989718669980733,0.767890559463122,13.665609848845,65.1134453781513,"N",1,0,1,1,"No Overlap","Overlap",21
"MLBS",50,65.1134453781513,13.7257215585259,"full",13.5251092040745,13.665609848845,0.293815082400273,0.547034784825483,0.767890559463122,0.989718669980733,1309,6,13.5251092040745,50,0.293815082400273,13.7257215585259,0.989718669980733,0.767890559463122,13.665609848845,65.1134453781513,"N",1,0,1,1,"No Overlap","Overlap",21
"MOAB",13,15.2418181818182,4.29435388969568,"2015",4.76138612552387,4.99100823645866,0.505216957807823,NA,0.852916616962901,0.95399284071354,275,1,7.09677370997564,22,0.181821970964572,6.39991363365655,0.663997499865393,0.496845797836276,7.17078923714188,26.1650597763209,"Y",0,0,1,1,"Overlap","Overlap",39
